"","TRNO","location","cultivar","density","nitrogen","harvest","Mean_CWAD","Median_CWAD","SD_CWAD","Min_CWAD","Max_CWAD","Mean_GWAD","Median_GWAD","SD_GWAD","Min_GWAD","Max_GWAD","Count","planting","avg_planting_to_harvest"
"977",5,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",11174.8947368421,11153,856.879992552882,9713,12542,1524.52631578947,1547,245.086916197556,880,1824,19,"01-May",121.052631578947
"978",6,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",11051.5263157895,10968,883.342664631283,9369,12507,1548.36842105263,1527,170.395686736723,1266,1848,19,"15-May",122.210526315789
"979",7,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",10937,11028,722.303414239627,9677,11971,1546.52631578947,1551,198.175670785362,1156,1893,19,"01-June",125.052631578947
"980",8,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",10605.7368421053,10898,696.890621268285,9319,11513,1526.68421052632,1541,191.225594704724,1110,1776,19,"15-June",124.631578947368
"981",9,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",9912.42105263158,10283,688.224391361929,8538,10770,1447,1483,172.728753316355,1041,1688,19,"30-June",121.947368421053
"982",11,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1586.78947368421,1603,336.588040149869,1038,2152,0,0,0,0,0,19,"01-March",44.4210526315789
"983",12,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1647.26315789474,1699,314.110002335569,1064,2107,0,0,0,0,0,19,"15-March",42.2631578947368
"984",13,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1794.94736842105,1872,321.031925322114,970,2322,0,0,0,0,0,19,"01-April",39.2105263157895
"985",14,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1796.52631578947,1797,316.298973971893,960,2271,0,0,0,0,0,19,"15-April",37.7894736842105
"986",15,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1691.68421052632,1773,358.048887511124,956,2201,0,0,0,0,0,19,"01-May",36.2631578947368
"987",16,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1778.84210526316,1812,355.571568535614,1220,2354,0,0,0,0,0,19,"15-May",37
"988",17,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Flowering",2165.52631578947,2189,419.625146002828,1229,2899,0,0,0,0,0,19,"01-June",39.8947368421053
"989",18,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Flowering",2172.05263157895,2213,374.508340462564,1418,2666,0,0,0,0,0,19,"15-June",39.5789473684211
"990",19,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1833.78947368421,1847,242.61207695216,1382,2256,0,0,0,0,0,19,"30-June",37.2105263157895
"991",21,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",5811.52631578947,6266,1042.58159118076,3284,7078,1830.05263157895,1919,374.099730268727,1050,2338,19,"01-March",92.4210526315789
"992",22,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",5914.63157894737,6227,1052.30124597508,3077,7436,1912.26315789474,1971,382.854315504716,1051,2498,19,"15-March",90.1052631578947
"993",23,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",5943.94736842105,6104,1030.19488305661,3352,7656,1941.31578947368,2103,412.256804085293,1060,2583,19,"01-April",86.1578947368421
"994",24,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",5866.42105263158,5991,953.700705194098,3192,7094,1868.21052631579,1892,403.439046607397,1059,2558,19,"15-April",84.5263157894737
"995",25,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",5768.63157894737,5815,931.321236531217,3613,7082,1746.47368421053,1737,388.017377678007,1131,2305,19,"01-May",83.1578947368421
"996",26,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",5487.15789473684,5380,849.812349427664,4168,6761,1595.78947368421,1718,400.695448071554,723,2171,19,"15-May",82.3157894736842
"997",27,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",5617.1052631579,5522,796.933490514794,4381,6995,1689.57894736842,1715,281.683296508976,1087,2111,19,"01-June",82.9473684210526
"998",28,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",5608.68421052632,5562,828.84176566738,4072,6921,1723.94736842105,1704,282.997737267006,1241,2247,19,"15-June",83.3684210526316
"999",29,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",5349.05263157895,5305,611.527365943868,4359,6556,1589.84210526316,1647,281.361227518784,832,2093,19,"30-June",83.1052631578947
"1000",31,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Flowering",989.263157894737,1016,211.122618953816,618,1322,0,0,0,0,0,19,"01-March",39.9473684210526
"1001",32,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1033.52631578947,1061,229.853423927572,635,1415,0,0,0,0,0,19,"15-March",38
"1002",33,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1095.84210526316,1143,210.006154184399,595,1401,0,0,0,0,0,19,"01-April",35
"1003",34,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1154.68421052632,1183,197.244364130605,580,1470,0,0,0,0,0,19,"15-April",33.8947368421053
"1004",35,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1110.05263157895,1198,252.95640241051,598,1434,0,0,0,0,0,19,"01-May",32.4736842105263
"1005",36,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Flowering",995.263157894737,1054,240.535015262334,604,1382,0,0,0,0,0,19,"15-May",31.7368421052632
"1006",37,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1037.15789473684,1015,194.346558485921,703,1335,0,0,0,0,0,19,"01-June",31.9473684210526
"1007",38,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1061.63157894737,1115,231.802169131428,568,1411,0,0,0,0,0,19,"15-June",32.1578947368421
"1008",39,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1042.10526315789,1070,158.858390726123,746,1303,0,0,0,0,0,19,"30-June",32
"1009",1,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",11444.7894736842,11650,1287.89473254038,8415,13124,1716.52631578947,1723,245.372136519445,1178,2068,19,"01-March",130.157894736842
"1010",2,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",11497.8947368421,11677,1268.26797443236,8649,13255,1725.10526315789,1745,252.288612227443,1196,2135,19,"15-March",127.684210526316
"1011",3,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",11525.2631578947,11591,1066.94453891606,9262,13169,1615.21052631579,1596,266.563433965511,1040,2020,19,"01-April",123.842105263158
"1012",4,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",11458.2631578947,11529,942.488245850977,9608,12860,1577.15789473684,1619,295.711057013034,823,1966,19,"15-April",122.473684210526
"1013",5,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",11174.8947368421,11153,856.879992552882,9713,12542,1524.52631578947,1547,245.086916197556,880,1824,19,"01-May",121.052631578947
"1014",6,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",11051.5263157895,10968,883.342664631283,9369,12507,1548.36842105263,1527,170.395686736723,1266,1848,19,"15-May",122.210526315789
"1015",7,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",10937,11028,722.303414239627,9677,11971,1546.52631578947,1551,198.175670785362,1156,1893,19,"01-June",125.052631578947
"1016",8,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",10605.8947368421,10898,696.648715457466,9319,11513,1526.73684210526,1541,191.104637453256,1111,1776,19,"15-June",124.631578947368
"1017",9,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",9912.42105263158,10283,688.224391361929,8538,10770,1447,1483,172.728753316355,1041,1688,19,"30-June",121.947368421053
"1018",11,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Flowering",1586.78947368421,1603,336.588040149869,1038,2152,0,0,0,0,0,19,"01-March",44.4210526315789
"1019",12,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Flowering",1647.26315789474,1699,314.110002335569,1064,2107,0,0,0,0,0,19,"15-March",42.2631578947368
"1020",13,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Flowering",1794.94736842105,1872,321.031925322114,970,2322,0,0,0,0,0,19,"01-April",39.2105263157895
"1021",14,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Flowering",1796.52631578947,1797,316.298973971893,960,2271,0,0,0,0,0,19,"15-April",37.7894736842105
"1022",15,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Flowering",1691.68421052632,1773,358.048887511124,956,2201,0,0,0,0,0,19,"01-May",36.2631578947368
"1023",16,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Flowering",1778.84210526316,1812,355.571568535614,1220,2354,0,0,0,0,0,19,"15-May",37
"1024",17,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Flowering",2165.57894736842,2189,419.628581246357,1229,2899,0,0,0,0,0,19,"01-June",39.8947368421053
"1025",18,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Flowering",2172.05263157895,2213,374.508340462564,1418,2666,0,0,0,0,0,19,"15-June",39.5789473684211
"1026",19,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Flowering",1833.78947368421,1847,242.61207695216,1382,2256,0,0,0,0,0,19,"30-June",37.2105263157895
"1027",21,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",5811.78947368421,6266,1042.73713417819,3284,7078,1830.15789473684,1921,374.126428891787,1050,2338,19,"01-March",92.4210526315789
"1028",22,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",5915.05263157895,6227,1052.25569736238,3077,7436,1912.47368421053,1971,382.750770145252,1051,2498,19,"15-March",90.1052631578947
"1029",23,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",5944.21052631579,6104,1030.20869401125,3352,7656,1941.36842105263,2103,412.250761137538,1060,2583,19,"01-April",86.1578947368421
"1030",24,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",5866.42105263158,5991,953.700705194098,3192,7094,1868.21052631579,1892,403.439046607397,1059,2558,19,"15-April",84.5263157894737
"1031",25,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",5768.26315789474,5815,931.694444553415,3613,7082,1746.42105263158,1737,388.105557775985,1130,2305,19,"01-May",83.1578947368421
"1032",26,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",5486.57894736842,5368,849.915964198126,4168,6761,1595.68421052632,1718,400.910498827576,723,2171,19,"15-May",82.3157894736842
"1033",27,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",5617.1052631579,5522,796.933490514794,4381,6995,1689.57894736842,1715,281.683296508976,1087,2111,19,"01-June",82.9473684210526
"1034",28,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",5595.94736842105,5562,819.8441907314,4072,6921,1723.89473684211,1704,283.051603998839,1241,2247,19,"15-June",83.3684210526316
"1035",29,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",5348.78947368421,5305,612.044622460684,4353,6556,1589.73684210526,1647,281.660718301147,830,2093,19,"30-June",83.1052631578947
"1036",31,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Flowering",989.263157894737,1016,211.122618953816,618,1322,0,0,0,0,0,19,"01-March",39.9473684210526
"1037",32,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Flowering",1033.52631578947,1061,229.853423927572,635,1415,0,0,0,0,0,19,"15-March",38
"1038",33,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Flowering",1095.84210526316,1143,210.006154184399,595,1401,0,0,0,0,0,19,"01-April",35
"1039",34,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Flowering",1154.68421052632,1183,197.244364130605,580,1470,0,0,0,0,0,19,"15-April",33.8947368421053
"1040",35,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Flowering",1110.05263157895,1198,252.95640241051,598,1434,0,0,0,0,0,19,"01-May",32.4736842105263
"1041",36,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Flowering",995.263157894737,1054,240.535015262334,604,1382,0,0,0,0,0,19,"15-May",31.7368421052632
"1042",37,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Flowering",1037.15789473684,1015,194.346558485921,703,1335,0,0,0,0,0,19,"01-June",31.9473684210526
"1043",38,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Flowering",1061.63157894737,1115,231.802169131428,568,1411,0,0,0,0,0,19,"15-June",32.1578947368421
"1044",39,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","112 Kg/ha (100 LB/acre)","Flowering",1042.10526315789,1070,158.858390726123,746,1303,0,0,0,0,0,19,"30-June",32
"1045",1,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity",11444.7894736842,11650,1287.89473254038,8415,13124,1716.52631578947,1723,245.372136519445,1178,2068,19,"01-March",130.157894736842
"1046",2,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity",11497.8947368421,11677,1268.26797443236,8649,13255,1725.10526315789,1745,252.288612227443,1196,2135,19,"15-March",127.684210526316
"1047",3,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity",11525.2631578947,11591,1066.94453891606,9262,13169,1615.21052631579,1596,266.563433965511,1040,2020,19,"01-April",123.842105263158
"1048",4,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity",11458.2631578947,11529,942.488245850977,9608,12860,1577.15789473684,1619,295.711057013034,823,1966,19,"15-April",122.473684210526
"1049",5,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity",11174.8421052632,11153,856.809732746224,9713,12542,1524.52631578947,1547,245.086916197556,880,1824,19,"01-May",121.052631578947
"1050",6,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity",11051.5263157895,10968,883.342664631283,9369,12507,1548.36842105263,1527,170.395686736723,1266,1848,19,"15-May",122.210526315789
"1051",7,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity",10937,11028,722.303414239627,9677,11971,1546.52631578947,1551,198.175670785362,1156,1893,19,"01-June",125.052631578947
"1052",8,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity",10605.8421052632,10898,696.751371497904,9318,11513,1526.73684210526,1541,191.104637453256,1111,1776,19,"15-June",124.631578947368
"1053",9,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity",9912.26315789474,10283,688.017025153146,8538,10767,1447,1483,172.728753316355,1041,1688,19,"30-June",121.947368421053
"1054",11,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Flowering",1586.78947368421,1603,336.588040149869,1038,2152,0,0,0,0,0,19,"01-March",44.4210526315789
"1055",12,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Flowering",1647.26315789474,1699,314.110002335569,1064,2107,0,0,0,0,0,19,"15-March",42.2631578947368
"1056",13,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Flowering",1794.94736842105,1872,321.031925322114,970,2322,0,0,0,0,0,19,"01-April",39.2105263157895
"1057",14,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Flowering",1796.52631578947,1797,316.298973971893,960,2271,0,0,0,0,0,19,"15-April",37.7894736842105
"1058",15,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Flowering",1691.68421052632,1773,358.048887511124,956,2201,0,0,0,0,0,19,"01-May",36.2631578947368
"1059",16,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Flowering",1778.84210526316,1812,355.571568535614,1220,2354,0,0,0,0,0,19,"15-May",37
"1060",17,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Flowering",2165.52631578947,2189,419.625146002828,1229,2899,0,0,0,0,0,19,"01-June",39.8947368421053
"1061",18,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Flowering",2172.05263157895,2213,374.508340462564,1418,2666,0,0,0,0,0,19,"15-June",39.5789473684211
"1062",19,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Flowering",1833.78947368421,1847,242.61207695216,1382,2256,0,0,0,0,0,19,"30-June",37.2105263157895
"1063",21,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity",5811.31578947368,6257,1042.52135883431,3284,7078,1830.10526315789,1921,374.11122747963,1050,2338,19,"01-March",92.4210526315789
"1064",22,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity",5914.78947368421,6222,1052.17397056166,3077,7436,1912.42105263158,1971,382.768179884592,1051,2498,19,"15-March",90.1052631578947
"1065",23,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity",5943.94736842105,6104,1030.15147072243,3352,7656,1941.31578947368,2103,412.256804085293,1060,2583,19,"01-April",86.1578947368421
"1066",24,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity",5866.42105263158,5991,953.700705194098,3192,7094,1868.21052631579,1892,403.439046607397,1059,2558,19,"15-April",84.5263157894737
"1067",25,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity",5760.47368421053,5730,931.571334921155,3613,7082,1746.47368421053,1737,388.017377678007,1131,2305,19,"01-May",83.1578947368421
"1068",26,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity",5486.31578947368,5368,850.246046260308,4164,6761,1595.57894736842,1718,401.15255006176,721,2171,19,"15-May",82.3157894736842
"1069",27,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity",5617.1052631579,5522,796.933490514794,4381,6995,1689.57894736842,1715,281.683296508976,1087,2111,19,"01-June",82.9473684210526
"1070",28,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity",5595.94736842105,5562,819.8441907314,4072,6921,1723.89473684211,1704,283.051603998839,1241,2247,19,"15-June",83.3684210526316
"1071",29,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity",5348.78947368421,5305,612.044622460684,4353,6556,1589.73684210526,1647,281.660718301147,830,2093,19,"30-June",83.1052631578947
"1072",31,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Flowering",989.263157894737,1016,211.122618953816,618,1322,0,0,0,0,0,19,"01-March",39.9473684210526
"1073",32,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Flowering",1033.52631578947,1061,229.853423927572,635,1415,0,0,0,0,0,19,"15-March",38
"1074",33,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","280 Kg/ha (250 LB/acre)","Flowering",1095.84210526316,1143,210.006154184399,595,1401,0,0,0,0,0,19,"01-April",35
